# BUSCO version is: 5.4.6 
# The lineage dataset is: flavobacteriales_odb10 (Creation date: 2021-02-23, number of genomes: 213, number of BUSCOs: 733)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
16325at200644	Complete	NODE_6_length_276926_cov_125.985664	58438	60081	-	680.6	421	https://www.orthodb.org/v10?query=16325at200644	glucose-6-phosphate isomerase
16344at200644	Complete	NODE_1_length_456364_cov_112.868065	413696	415030	-	613.5	352	https://www.orthodb.org/v10?query=16344at200644	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
16407at200644	Complete	NODE_6_length_276926_cov_125.985664	7849	9387	+	831.2	446	https://www.orthodb.org/v10?query=16407at200644	glycine--tRNA ligase
16475at200644	Complete	NODE_7_length_264771_cov_118.253319	203125	204378	+	612.8	374	https://www.orthodb.org/v10?query=16475at200644	transcription termination/antitermination protein NusA
16522at200644	Complete	NODE_11_length_155872_cov_119.502224	78967	80280	-	670.3	369	https://www.orthodb.org/v10?query=16522at200644	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
16524at200644	Complete	NODE_4_length_402712_cov_123.715807	300892	302121	+	579.8	333	https://www.orthodb.org/v10?query=16524at200644	GTPase HflX
16690at200644	Complete	NODE_2_length_444736_cov_102.821490	339929	341137	+	534.2	332	https://www.orthodb.org/v10?query=16690at200644	phosphopantothenoylcysteine decarboxylase
16909at200644	Complete	NODE_9_length_231551_cov_118.522128	138945	140222	-	625.9	355	https://www.orthodb.org/v10?query=16909at200644	Citrate synthase
16910at200644	Complete	NODE_4_length_402712_cov_123.715807	257379	258632	+	628.3	358	https://www.orthodb.org/v10?query=16910at200644	beta-ketoacyl-
16926at200644	Complete	NODE_22_length_88091_cov_118.808246	56170	57489	-	456.0	318	https://www.orthodb.org/v10?query=16926at200644	cell division protein FtsW
17060at200644	Complete	NODE_19_length_100154_cov_100.450313	46465	47610	+	574.5	330	https://www.orthodb.org/v10?query=17060at200644	N-acetyl-alpha-D-glucosaminyl L-malate synthase
17215at200644	Complete	NODE_27_length_45815_cov_126.655429	2570	3685	+	539.6	312	https://www.orthodb.org/v10?query=17215at200644	pleiotropic regulatory protein
