# BUSCO version is: 5.4.6 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2020-03-06, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1067at72274	Complete	NODE_43_length_77009_cov_138.396454	35946	38555	-	1500.7	753	https://www.orthodb.org/v10?query=1067at72274	Fe/S-dependent 2-methylisocitrate dehydratase AcnD
1242at72274	Complete	NODE_43_length_77009_cov_138.396454	30154	32778	+	1487.9	749	https://www.orthodb.org/v10?query=1242at72274	aconitate hydratase B
1384at72274	Complete	NODE_20_length_193810_cov_149.550588	26075	28684	+	1461.1	760	https://www.orthodb.org/v10?query=1384at72274	DNA topoisomerase I
1440at72274	Complete	NODE_23_length_178631_cov_143.445619	172400	175219	+	1460.3	801	https://www.orthodb.org/v10?query=1440at72274	Protein translocase subunit SecA
1456at72274	Complete	NODE_23_length_178631_cov_143.445619	202	3681	+	763.2	722	https://www.orthodb.org/v10?query=1456at72274	exodeoxyribonuclease V subunit gamma
1471at72274	Complete	NODE_26_length_158593_cov_142.106298	92293	95058	+	1474.2	782	https://www.orthodb.org/v10?query=1471at72274	DNA gyrase subunit A
1600at72274	Complete	NODE_41_length_81790_cov_142.421438	72277	75801	-	1552.8	953	https://www.orthodb.org/v10?query=1600at72274	DNA polymerase III subunit alpha
1634at72274	Complete	NODE_10_length_350271_cov_142.324823	5570	8401	+	1581.7	825	https://www.orthodb.org/v10?query=1634at72274	2-oxoglutarate dehydrogenase E1 component
1707at72274	Complete	NODE_10_length_350271_cov_142.324823	82200	84914	-	1232.7	713	https://www.orthodb.org/v10?query=1707at72274	NADH-quinone oxidoreductase
1753at72274	Complete	NODE_44_length_76462_cov_137.865510	61380	64037	-	1115.6	749	https://www.orthodb.org/v10?query=1753at72274	aminopeptidase N
1843at72274	Complete	NODE_15_length_244030_cov_148.643837	241096	243681	-	1010.2	631	https://www.orthodb.org/v10?query=1843at72274	ribonuclease R
1917at72274	Complete	NODE_34_length_115910_cov_155.269276	82119	84539	+	1300.4	663	https://www.orthodb.org/v10?query=1917at72274	DNA gyrase subunit B
1961at72274	Complete	NODE_14_length_248483_cov_144.560884	32875	35676	+	898.8	697	https://www.orthodb.org/v10?query=1961at72274	LPS biosynthesis protein
1974at72274	Complete	NODE_37_length_99028_cov_149.989712	16559	19393	-	1588.7	817	https://www.orthodb.org/v10?query=1974at72274	UvrABC system protein A
1982at72274	Complete	NODE_17_length_234264_cov_142.455790	217805	220651	-	1175.9	774	https://www.orthodb.org/v10?query=1982at72274	RNA polymerase-binding ATPase
2019at72274	Complete	NODE_15_length_244030_cov_148.643837	231128	233428	-	1345.7	653	https://www.orthodb.org/v10?query=2019at72274	YgiQ family radical SAM protein
2112at72274	Complete	NODE_41_length_81790_cov_142.421438	52451	55024	+	1220.6	746	https://www.orthodb.org/v10?query=2112at72274	DNA mismatch repair protein MutS
2210at72274	Complete	NODE_59_length_29964_cov_141.092214	20446	23010	-	1332.4	715	https://www.orthodb.org/v10?query=2210at72274	Chaperone protein ClpB
2251at72274	Complete	NODE_44_length_76462_cov_137.865510	51471	55115	+	914.2	1267	https://www.orthodb.org/v10?query=2251at72274	chromosome segregation protein SMC
2303at72274	Complete	NODE_32_length_122996_cov_142.639169	48961	51384	+	845.3	588	https://www.orthodb.org/v10?query=2303at72274	DNA ligase
2348at72274	Complete	NODE_52_length_40971_cov_146.674231	37411	39906	-	1404.3	697	https://www.orthodb.org/v10?query=2348at72274	phosphoenolpyruvate synthase
2487at72274	Complete	NODE_10_length_350271_cov_142.324823	217182	219452	+	1261.4	669	https://www.orthodb.org/v10?query=2487at72274	ATP-dependent Clp protease ATP-binding subunit ClpA
2667at72274	Complete	NODE_50_length_49015_cov_148.206976	44148	46775	-	1164.1	749	https://www.orthodb.org/v10?query=2667at72274	phosphoenolpyruvate carboxylase
2718at72274	Complete	NODE_15_length_244030_cov_148.643837	12748	15276	-	1227.8	739	https://www.orthodb.org/v10?query=2718at72274	translation initiation factor IF-2
2722at72274	Complete	NODE_11_length_334013_cov_140.442747	96307	99000	-	1366.6	746	https://www.orthodb.org/v10?query=2722at72274	alanine--tRNA ligase
2787at72274	Complete	NODE_14_length_248483_cov_144.560884	238181	240592	+	1000.6	598	https://www.orthodb.org/v10?query=2787at72274	RNA-binding transcriptional accessory protein
2855at72274	Complete	NODE_33_length_121973_cov_148.256637	31435	33693	-	1124.4	628	https://www.orthodb.org/v10?query=2855at72274	DNA topoisomerase IV subunit A
2861at72274	Complete	NODE_58_length_29982_cov_153.947400	7814	10135	-	974.7	612	https://www.orthodb.org/v10?query=2861at72274	penicillin-binding protein 1B
2968at72274	Duplicated	NODE_10_length_350271_cov_142.324823	212325	214550	-	1164.1	657	https://www.orthodb.org/v10?query=2968at72274	isocitrate dehydrogenase, NADP-dependent
2968at72274	Duplicated	NODE_29_length_146925_cov_100.740419	60164	62386	+	1047.2	656	https://www.orthodb.org/v10?query=2968at72274	isocitrate dehydrogenase, NADP-dependent
2971at72274	Complete	NODE_24_length_167559_cov_149.415752	13487	15925	+	807.6	571	https://www.orthodb.org/v10?query=2971at72274	ATP-dependent protease
3072at72274	Complete	NODE_52_length_40971_cov_146.674231	21369	23561	-	874.7	573	https://www.orthodb.org/v10?query=3072at72274	23S rRNA (guanine(2445)-N(2))/(guanine(2069)-N(7))- methyltransferase
3123at72274	Complete	NODE_34_length_115910_cov_155.269276	95759	97810	-	934.5	577	https://www.orthodb.org/v10?query=3123at72274	glycine--tRNA ligase subunit beta
3150at72274	Complete	NODE_26_length_158593_cov_142.106298	97642	99894	+	683.3	429	https://www.orthodb.org/v10?query=3150at72274	3-phosphoshikimate 1-carboxyvinyltransferase
3242at72274	Complete	NODE_15_length_244030_cov_148.643837	148540	151146	+	1364.0	733	https://www.orthodb.org/v10?query=3242at72274	leucine--tRNA ligase
3277at72274	Complete	NODE_26_length_158593_cov_142.106298	34437	36518	-	911.2	598	https://www.orthodb.org/v10?query=3277at72274	tail-specific protease
3392at72274	Complete	NODE_5_length_402621_cov_147.526101	119722	122175	+	1050.5	625	https://www.orthodb.org/v10?query=3392at72274	peptidase
3393at72274	Complete	NODE_41_length_81790_cov_142.421438	32960	35743	+	918.7	664	https://www.orthodb.org/v10?query=3393at72274	Histidine kinase
3407at72274	Complete	NODE_17_length_234264_cov_142.455790	171167	173206	-	1020.7	573	https://www.orthodb.org/v10?query=3407at72274	methionine--tRNA ligase
3448at72274	Complete	NODE_4_length_432769_cov_139.405138	10899	12821	+	1165.5	569	https://www.orthodb.org/v10?query=3448at72274	threonine--tRNA ligase
3460at72274	Complete	NODE_20_length_193810_cov_149.550588	22293	24440	+	1043.9	623	https://www.orthodb.org/v10?query=3460at72274	Fatty acid oxidation complex subunit alpha
3513at72274	Complete	NODE_5_length_402621_cov_147.526101	365886	367964	+	931.8	565	https://www.orthodb.org/v10?query=3513at72274	ATP-dependent DNA helicase RecG
3634at72274	Complete	NODE_10_length_350271_cov_142.324823	2837	4609	+	915.7	505	https://www.orthodb.org/v10?query=3634at72274	succinate dehydrogenase flavoprotein subunit
3680at72274	Complete	NODE_4_length_432769_cov_139.405138	15169	17562	+	1018.6	660	https://www.orthodb.org/v10?query=3680at72274	phenylalanine--tRNA ligase subunit beta
3705at72274	Complete	NODE_5_length_402621_cov_147.526101	322975	325125	+	963.1	550	https://www.orthodb.org/v10?query=3705at72274	ATP-dependent DNA helicase Rep
3912at72274	Complete	NODE_33_length_121973_cov_148.256637	95876	97873	-	1059.4	555	https://www.orthodb.org/v10?query=3912at72274	transketolase
3949at72274	Complete	NODE_5_length_402621_cov_147.526101	124978	127272	+	940.8	613	https://www.orthodb.org/v10?query=3949at72274	primosomal protein N'
3999at72274	Duplicated	NODE_33_length_121973_cov_148.256637	42214	44094	-	1125.2	518	https://www.orthodb.org/v10?query=3999at72274	Phosphomethylpyrimidine synthase
3999at72274	Duplicated	NODE_9_length_367105_cov_100.232132	54607	56517	+	1023.4	519	https://www.orthodb.org/v10?query=3999at72274	Phosphomethylpyrimidine synthase
4074at72274	Complete	NODE_10_length_350271_cov_142.324823	17781	19685	+	960.7	548	https://www.orthodb.org/v10?query=4074at72274	Chaperone protein HtpG
4076at72274	Complete	NODE_10_length_350271_cov_142.324823	86924	88705	-	1039.7	510	https://www.orthodb.org/v10?query=4076at72274	NADH-quinone oxidoreductase subunit C/D
4251at72274	Complete	NODE_33_length_121973_cov_148.256637	35202	37106	-	969.2	514	https://www.orthodb.org/v10?query=4251at72274	DNA topoisomerase IV subunit B
4452at72274	Complete	NODE_73_length_10230_cov_155.260219	5727	7742	+	1189.3	615	https://www.orthodb.org/v10?query=4452at72274	excinuclease ABC subunit B
4619at72274	Complete	NODE_34_length_115910_cov_155.269276	71249	73141	-	1059.5	521	https://www.orthodb.org/v10?query=4619at72274	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
4793at72274	Complete	NODE_15_length_244030_cov_148.643837	32154	34079	-	1036.2	604	https://www.orthodb.org/v10?query=4793at72274	Chaperone protein DnaK
4804at72274	Complete	NODE_55_length_35875_cov_138.047321	1838	3700	-	811.6	515	https://www.orthodb.org/v10?query=4804at72274	Protein translocase subunit SecD
4962at72274	Complete	NODE_42_length_81153_cov_141.241613	10748	12835	+	916.9	580	https://www.orthodb.org/v10?query=4962at72274	oligopeptidase A
5009at72274	Complete	NODE_15_length_244030_cov_148.643837	8540	10645	-	1212.9	627	https://www.orthodb.org/v10?query=5009at72274	polyribonucleotide nucleotidyltransferase
5031at72274	Complete	NODE_24_length_167559_cov_149.415752	107257	109344	-	932.3	584	https://www.orthodb.org/v10?query=5031at72274	phosphate acetyltransferase
5089at72274	Complete	NODE_35_length_113010_cov_137.280653	48317	50020	+	949.9	500	https://www.orthodb.org/v10?query=5089at72274	glutamine--tRNA ligase
5798at72274	Complete	NODE_34_length_115910_cov_155.269276	57355	59190	-	862.7	516	https://www.orthodb.org/v10?query=5798at72274	glutamine--fructose-6-phosphate aminotransferase
5969at72274	Complete	NODE_17_length_234264_cov_142.455790	101033	102832	+	1020.5	520	https://www.orthodb.org/v10?query=5969at72274	elongation factor 4
6086at72274	Complete	NODE_58_length_29982_cov_153.947400	4528	6252	-	1022.5	520	https://www.orthodb.org/v10?query=6086at72274	Acetolactate synthase
6134at72274	Complete	NODE_16_length_238046_cov_145.620274	5919	7781	+	792.8	553	https://www.orthodb.org/v10?query=6134at72274	molecular chaperone HscA
6190at72274	Complete	NODE_11_length_334013_cov_140.442747	293403	295118	+	903.7	486	https://www.orthodb.org/v10?query=6190at72274	proline--tRNA ligase
6205at72274	Complete	NODE_20_length_193810_cov_149.550588	16576	18525	-	678.2	509	https://www.orthodb.org/v10?query=6205at72274	lytic transglycosylase
6231at72274	Complete	NODE_10_length_350271_cov_142.324823	91202	92527	-	397.1	406	https://www.orthodb.org/v10?query=6231at72274	isocitrate lyase
6237at72274	Complete	NODE_15_length_244030_cov_148.643837	21159	23063	-	1081.9	556	https://www.orthodb.org/v10?query=6237at72274	ATP-dependent metalloprotease
6309at72274	Complete	NODE_11_length_334013_cov_140.442747	286407	288182	-	1043.8	539	https://www.orthodb.org/v10?query=6309at72274	aspartate--tRNA ligase
6339at72274	Complete	NODE_10_length_350271_cov_142.324823	110876	112699	+	874.1	519	https://www.orthodb.org/v10?query=6339at72274	excinuclease ABC subunit C
6352at72274	Complete	NODE_5_length_402621_cov_147.526101	70366	72189	-	1031.8	535	https://www.orthodb.org/v10?query=6352at72274	GTP-binding protein
6377at72274	Complete	NODE_41_length_81790_cov_142.421438	67979	69607	-	892.2	468	https://www.orthodb.org/v10?query=6377at72274	CTP synthase
6380at72274	Complete	NODE_6_length_398319_cov_104.585508	136654	138297	-	516.4	429	https://www.orthodb.org/v10?query=6380at72274	glucose-6-phosphate isomerase
6391at72274	Complete	NODE_43_length_77009_cov_138.396454	55412	57919	+	893.5	697	https://www.orthodb.org/v10?query=6391at72274	ABC transporter permease
6397at72274	Complete	NODE_24_length_167559_cov_149.415752	6437	8104	+	995.8	508	https://www.orthodb.org/v10?query=6397at72274	energy-dependent translational throttle protein EttA
6493at72274	Complete	NODE_16_length_238046_cov_145.620274	166050	167627	+	895.6	458	https://www.orthodb.org/v10?query=6493at72274	GMP synthase 
6653at72274	Complete	NODE_16_length_238046_cov_145.620274	36306	37889	+	939.4	456	https://www.orthodb.org/v10?query=6653at72274	peptide chain release factor 3
6860at72274	Complete	NODE_5_length_402621_cov_147.526101	127393	129129	+	596.6	445	https://www.orthodb.org/v10?query=6860at72274	arginine--tRNA ligase
7044at72274	Complete	NODE_14_length_248483_cov_144.560884	52325	54175	+	918.6	509	https://www.orthodb.org/v10?query=7044at72274	RNA polymerase sigma factor RpoD
7477at72274	Complete	NODE_73_length_10230_cov_155.260219	7835	9586	+	826.6	432	https://www.orthodb.org/v10?query=7477at72274	glutamate--tRNA ligase
7583at72274	Complete	NODE_16_length_238046_cov_145.620274	212833	214542	+	790.0	493	https://www.orthodb.org/v10?query=7583at72274	single-stranded-DNA-specific exonuclease RecJ
7615at72274	Complete	NODE_37_length_99028_cov_149.989712	57365	59362	-	930.3	519	https://www.orthodb.org/v10?query=7615at72274	1-deoxy-D-xylulose-5-phosphate synthase
7643at72274	Complete	NODE_34_length_115910_cov_155.269276	64424	65968	-	885.7	420	https://www.orthodb.org/v10?query=7643at72274	ATP synthase subunit alpha
8141at72274	Complete	NODE_26_length_158593_cov_142.106298	100702	102378	+	894.9	475	https://www.orthodb.org/v10?query=8141at72274	30S ribosomal protein S1
8335at72274	Complete	NODE_15_length_244030_cov_148.643837	176041	177648	+	898.4	466	https://www.orthodb.org/v10?query=8335at72274	Bifunctional purine biosynthesis protein PurH
8410at72274	Complete	NODE_17_length_234264_cov_142.455790	151539	153038	-	783.8	448	https://www.orthodb.org/v10?query=8410at72274	glycerol kinase
8435at72274	Complete	NODE_26_length_158593_cov_142.106298	74149	76113	-	540.2	464	https://www.orthodb.org/v10?query=8435at72274	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
8457at72274	Complete	NODE_15_length_244030_cov_148.643837	145453	146970	+	600.6	412	https://www.orthodb.org/v10?query=8457at72274	apolipoprotein N-acyltransferase
8956at72274	Complete	NODE_10_length_350271_cov_142.324823	77963	79816	-	823.8	517	https://www.orthodb.org/v10?query=8956at72274	NADH-quinone oxidoreductase subunit L
8990at72274	Complete	NODE_10_length_350271_cov_142.324823	9763	11199	+	754.3	422	https://www.orthodb.org/v10?query=8990at72274	dihydrolipoyl dehydrogenase
9094at72274	Complete	NODE_5_length_402621_cov_147.526101	74264	75670	+	777.5	407	https://www.orthodb.org/v10?query=9094at72274	Glutamine synthetase
9146at72274	Complete	NODE_16_length_238046_cov_145.620274	232279	233781	+	831.1	421	https://www.orthodb.org/v10?query=9146at72274	lysine--tRNA ligase
9189at72274	Complete	NODE_60_length_29883_cov_134.316446	22397	23608	-	622.4	358	https://www.orthodb.org/v10?query=9189at72274	aminotransferase
9255at72274	Complete	NODE_53_length_37656_cov_151.439261	35347	37011	-	888.8	470	https://www.orthodb.org/v10?query=9255at72274	electron transfer flavoprotein-ubiquinone oxidoreductase
9260at72274	Complete	NODE_16_length_238046_cov_145.620274	68069	69526	+	721.5	420	https://www.orthodb.org/v10?query=9260at72274	ribonuclease G
9341at72274	Complete	NODE_20_length_193810_cov_149.550588	18723	20651	+	818.8	502	https://www.orthodb.org/v10?query=9341at72274	ABC transporter ATP-binding protein
9430at72274	Complete	NODE_23_length_178631_cov_143.445619	155544	157286	+	623.8	455	https://www.orthodb.org/v10?query=9430at72274	cell division protein
9496at72274	Complete	NODE_56_length_30717_cov_143.897487	17155	18798	-	884.6	471	https://www.orthodb.org/v10?query=9496at72274	molecular chaperone GroEL
9575at72274	Complete	NODE_17_length_234264_cov_142.455790	15764	17287	-	905.6	457	https://www.orthodb.org/v10?query=9575at72274	fumarate hydratase
9588at72274	Complete	NODE_56_length_30717_cov_143.897487	22394	23941	+	631.4	431	https://www.orthodb.org/v10?query=9588at72274	AmpG family muropeptide MFS transporter
9608at72274	Complete	NODE_10_length_350271_cov_142.324823	221804	224257	+	999.1	584	https://www.orthodb.org/v10?query=9608at72274	cell division protein FtsK
9781at72274	Complete	NODE_5_length_402621_cov_147.526101	234053	235726	+	686.4	440	https://www.orthodb.org/v10?query=9781at72274	type II secretion system protein E
9852at72274	Complete	NODE_16_length_238046_cov_145.620274	16189	17652	+	724.8	416	https://www.orthodb.org/v10?query=9852at72274	GTPase Der
9938at72274	Complete	NODE_10_length_350271_cov_142.324823	85048	86427	-	703.9	372	https://www.orthodb.org/v10?query=9938at72274	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
9960at72274	Complete	NODE_16_length_238046_cov_145.620274	169866	171323	-	336.7	240	https://www.orthodb.org/v10?query=9960at72274	Membrane-bound lytic murein transglycosylase F
10023at72274	Complete	NODE_10_length_350271_cov_142.324823	76390	77922	-	755.8	434	https://www.orthodb.org/v10?query=10023at72274	NADH
10050at72274	Complete	NODE_14_length_248483_cov_144.560884	241129	242706	+	606.6	414	https://www.orthodb.org/v10?query=10050at72274	glutamate--cysteine ligase
10071at72274	Complete	NODE_33_length_121973_cov_148.256637	108072	109481	+	773.7	395	https://www.orthodb.org/v10?query=10071at72274	adenosylhomocysteinase
10120at72274	Complete	NODE_33_length_121973_cov_148.256637	53516	55324	-	808.8	506	https://www.orthodb.org/v10?query=10120at72274	Lipid A export ATP-binding/permease protein MsbA
10280at72274	Complete	NODE_42_length_81153_cov_141.241613	73984	75420	-	574.6	363	https://www.orthodb.org/v10?query=10280at72274	NAD(P) transhydrogenase subunit beta
10446at72274	Complete	NODE_52_length_40971_cov_146.674231	10852	12183	+	595.4	371	https://www.orthodb.org/v10?query=10446at72274	deoxyguanosinetriphosphate triphosphohydrolase
10449at72274	Complete	NODE_26_length_158593_cov_142.106298	79137	80531	-	665.2	380	https://www.orthodb.org/v10?query=10449at72274	Fumarate hydratase class II
10543at72274	Complete	NODE_37_length_99028_cov_149.989712	82901	84250	+	655.1	374	https://www.orthodb.org/v10?query=10543at72274	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
10595at72274	Complete	NODE_15_length_244030_cov_148.643837	34932	36605	+	631.3	463	https://www.orthodb.org/v10?query=10595at72274	DNA repair protein RecN
10681at72274	Complete	NODE_23_length_178631_cov_143.445619	45477	46847	+	734.8	394	https://www.orthodb.org/v10?query=10681at72274	DNA repair protein RadA
10683at72274	Complete	NODE_20_length_193810_cov_149.550588	43908	45302	+	898.2	447	https://www.orthodb.org/v10?query=10683at72274	NAD(P)(+) transhydrogenase
10690at72274	Complete	NODE_16_length_238046_cov_145.620274	108209	109702	-	608.7	335	https://www.orthodb.org/v10?query=10690at72274	leucyl aminopeptidase
10772at72274	Complete	NODE_23_length_178631_cov_143.445619	157283	158773	+	483.4	360	https://www.orthodb.org/v10?query=10772at72274	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase
10968at72274	Complete	NODE_35_length_113010_cov_137.280653	35573	37315	+	653.4	476	https://www.orthodb.org/v10?query=10968at72274	membrane protein
10984at72274	Complete	NODE_34_length_115910_cov_155.269276	62111	63487	-	829.9	408	https://www.orthodb.org/v10?query=10984at72274	ATP synthase subunit beta
11020at72274	Complete	NODE_34_length_115910_cov_155.269276	78307	79851	+	562.3	355	https://www.orthodb.org/v10?query=11020at72274	Chromosomal replication initiator protein DnaA
11088at72274	Complete	NODE_10_length_350271_cov_142.324823	208270	209640	-	774.5	407	https://www.orthodb.org/v10?query=11088at72274	adenylosuccinate lyase
11099at72274	Complete	NODE_61_length_27423_cov_157.581804	17249	18682	-	819.7	419	https://www.orthodb.org/v10?query=11099at72274	3-isopropylmalate dehydratase large subunit
11118at72274	Complete	NODE_34_length_115910_cov_155.269276	75235	76917	-	840.1	476	https://www.orthodb.org/v10?query=11118at72274	Membrane protein insertase YidC
11213at72274	Complete	NODE_20_length_193810_cov_149.550588	41033	42496	+	723.2	420	https://www.orthodb.org/v10?query=11213at72274	Glyceraldehyde-3-phosphate dehydrogenase
11342at72274	Complete	NODE_49_length_55970_cov_141.722506	22292	24505	-	525.4	551	https://www.orthodb.org/v10?query=11342at72274	competence protein ComEC
11418at72274	Complete	NODE_15_length_244030_cov_148.643837	236488	237885	-	646.5	381	https://www.orthodb.org/v10?query=11418at72274	replicative DNA helicase
11441at72274	Complete	NODE_10_length_350271_cov_142.324823	443	1732	-	746.3	362	https://www.orthodb.org/v10?query=11441at72274	Citrate synthase
11534at72274	Complete	NODE_11_length_334013_cov_140.442747	318967	320574	-	539.2	421	https://www.orthodb.org/v10?query=11534at72274	two-component sensor histidine kinase
11573at72274	Complete	NODE_17_length_234264_cov_142.455790	95007	96611	-	806.2	464	https://www.orthodb.org/v10?query=11573at72274	L-aspartate oxidase
11597at72274	Complete	NODE_5_length_402621_cov_147.526101	188761	190158	-	815.5	418	https://www.orthodb.org/v10?query=11597at72274	FAD-linked oxidase
11748at72274	Complete	NODE_15_length_244030_cov_148.643837	140394	141677	+	658.8	368	https://www.orthodb.org/v10?query=11748at72274	Glutamate-1-semialdehyde 2,1-aminomutase
11795at72274	Complete	NODE_11_length_334013_cov_140.442747	304516	305847	+	753.4	394	https://www.orthodb.org/v10?query=11795at72274	ribosomal protein S12 methylthiotransferase
11809at72274	Complete	NODE_15_length_244030_cov_148.643837	15304	16785	-	756.5	440	https://www.orthodb.org/v10?query=11809at72274	Transcription termination/antitermination protein NusA
11817at72274	Complete	NODE_5_length_402621_cov_147.526101	30965	32587	+	679.3	413	https://www.orthodb.org/v10?query=11817at72274	ubiquinone biosynthesis regulatory protein kinase UbiB
12019at72274	Complete	NODE_61_length_27423_cov_157.581804	2224	3729	-	899.1	449	https://www.orthodb.org/v10?query=12019at72274	amidophosphoribosyltransferase
12118at72274	Complete	NODE_5_length_402621_cov_147.526101	106212	107630	-	787.2	417	https://www.orthodb.org/v10?query=12118at72274	glutamate synthase
12305at72274	Complete	NODE_16_length_238046_cov_145.620274	164502	165971	+	808.5	432	https://www.orthodb.org/v10?query=12305at72274	IMP dehydrogenase
12335at72274	Complete	NODE_37_length_99028_cov_149.989712	9787	11118	+	729.4	378	https://www.orthodb.org/v10?query=12335at72274	Protein translocase subunit SecY
12585at72274	Complete	NODE_5_length_402621_cov_147.526101	330406	331710	-	662.9	380	https://www.orthodb.org/v10?query=12585at72274	D-amino acid dehydrogenase
12775at72274	Complete	NODE_43_length_77009_cov_138.396454	67443	69314	-	628.5	509	https://www.orthodb.org/v10?query=12775at72274	peptidyl-prolyl cis-trans isomerase
13129at72274	Complete	NODE_10_length_350271_cov_142.324823	226683	227963	+	667.6	371	https://www.orthodb.org/v10?query=13129at72274	serine--tRNA ligase
13261at72274	Complete	NODE_16_length_238046_cov_145.620274	61205	62650	-	802.4	431	https://www.orthodb.org/v10?query=13261at72274	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
13283at72274	Complete	NODE_43_length_77009_cov_138.396454	72481	73764	-	686.0	352	https://www.orthodb.org/v10?query=13283at72274	ATP-dependent Clp protease ATP-binding subunit ClpX
13427at72274	Complete	NODE_10_length_350271_cov_142.324823	227964	229355	+	618.4	405	https://www.orthodb.org/v10?query=13427at72274	Siroheme synthase
13443at72274	Complete	NODE_5_length_402621_cov_147.526101	81348	82883	+	741.9	428	https://www.orthodb.org/v10?query=13443at72274	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
13568at72274	Complete	NODE_50_length_49015_cov_148.206976	580	1932	-	518.6	373	https://www.orthodb.org/v10?query=13568at72274	Zinc metalloprotease
13645at72274	Complete	NODE_34_length_115910_cov_155.269276	73776	75146	-	620.0	380	https://www.orthodb.org/v10?query=13645at72274	tRNA modification GTPase MnmE
13747at72274	Complete	NODE_15_length_244030_cov_148.643837	18942	20282	-	590.8	363	https://www.orthodb.org/v10?query=13747at72274	phosphoglucosamine mutase
13880at72274	Complete	NODE_17_length_234264_cov_142.455790	164700	165917	+	580.0	357	https://www.orthodb.org/v10?query=13880at72274	argininosuccinate synthase
13951at72274	Complete	NODE_36_length_103886_cov_146.897119	20910	22304	-	821.6	409	https://www.orthodb.org/v10?query=13951at72274	argininosuccinate lyase
14061at72274	Complete	NODE_42_length_81153_cov_141.241613	2032	3249	-	701.4	357	https://www.orthodb.org/v10?query=14061at72274	Tryptophan synthase beta chain
14115at72274	Complete	NODE_36_length_103886_cov_146.897119	31635	33545	+	914.3	541	https://www.orthodb.org/v10?query=14115at72274	ABC transporter ATP-binding protein
