# BUSCO version is: 5.4.6 
# The lineage dataset is: flavobacteriales_odb10 (Creation date: 2021-02-23, number of genomes: 213, number of BUSCOs: 733)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
9128at200644	Complete	NODE_6_length_309341_cov_198.795007	92368	94248	+	918.5	535	https://www.orthodb.org/v10?query=9128at200644	molecular chaperone HtpG
9230at200644	Complete	NODE_1_length_493624_cov_142.353871	387895	389298	+	697.5	392	https://www.orthodb.org/v10?query=9230at200644	decarboxylase
9423at200644	Complete	NODE_21_length_119903_cov_196.362375	5556	6956	-	380.2	308	https://www.orthodb.org/v10?query=9423at200644	serine protease
9442at200644	Complete	NODE_4_length_315406_cov_221.247345	26924	28603	+	785.0	464	https://www.orthodb.org/v10?query=9442at200644	I3YUP0_AEQSU
9514at200644	Complete	NODE_7_length_294068_cov_161.208309	169026	170438	-	653.0	406	https://www.orthodb.org/v10?query=9514at200644	RNA methyltransferase
9569at200644	Complete	NODE_6_length_309341_cov_198.795007	80690	82468	-	775.1	475	https://www.orthodb.org/v10?query=9569at200644	arginine--tRNA ligase
9583at200644	Complete	NODE_29_length_82428_cov_163.246931	76125	77654	+	682.1	414	https://www.orthodb.org/v10?query=9583at200644	GMP synthase 
9712at200644	Complete	NODE_12_length_173536_cov_192.094812	104790	106421	+	826.6	458	https://www.orthodb.org/v10?query=9712at200644	molecular chaperone GroEL
9807at200644	Complete	NODE_12_length_173536_cov_192.094812	95146	97677	-	895.7	624	https://www.orthodb.org/v10?query=9807at200644	DNA topoisomerase I
9812at200644	Complete	NODE_4_length_315406_cov_221.247345	136429	138327	-	814.2	547	https://www.orthodb.org/v10?query=9812at200644	amidophosphoribosyltransferase
9831at200644	Complete	NODE_4_length_315406_cov_221.247345	252292	254043	-	825.8	488	https://www.orthodb.org/v10?query=9831at200644	aspartate--tRNA ligase
9981at200644	Complete	NODE_14_length_153728_cov_192.398429	72729	74456	-	717.1	455	https://www.orthodb.org/v10?query=9981at200644	phosphoglucomutase
9989at200644	Complete	NODE_21_length_119903_cov_196.362375	81803	83665	-	837.6	536	https://www.orthodb.org/v10?query=9989at200644	ABC transporter
9997at200644	Complete	NODE_6_length_309341_cov_198.795007	241427	242782	-	542.2	343	https://www.orthodb.org/v10?query=9997at200644	peptidoglycan synthetase
10042at200644	Complete	NODE_14_length_153728_cov_192.398429	70667	72496	-	752.8	503	https://www.orthodb.org/v10?query=10042at200644	antibiotic ABC transporter ATP-binding protein
10103at200644	Complete	NODE_3_length_319704_cov_204.054833	238084	240267	-	684.0	536	https://www.orthodb.org/v10?query=10103at200644	tail-specific protease
10122at200644	Complete	NODE_33_length_28886_cov_191.159221	18968	20053	+	470.8	292	https://www.orthodb.org/v10?query=10122at200644	DNA polymerase III subunit gamma/tau
10253at200644	Complete	NODE_16_length_142816_cov_174.406616	38875	40347	+	725.9	424	https://www.orthodb.org/v10?query=10253at200644	IMP dehydrogenase
10570at200644	Complete	NODE_4_length_315406_cov_221.247345	186141	187589	-	792.2	401	https://www.orthodb.org/v10?query=10570at200644	SUF system FeS cluster assembly, SufBD
10611at200644	Complete	NODE_3_length_319704_cov_204.054833	207757	209310	+	620.8	413	https://www.orthodb.org/v10?query=10611at200644	Bifunctional purine biosynthesis protein PurH
10626at200644	Complete	NODE_7_length_294068_cov_161.208309	263758	265737	-	427.8	430	https://www.orthodb.org/v10?query=10626at200644	chromosome segregation protein
10640at200644	Complete	NODE_16_length_142816_cov_174.406616	92143	93621	-	700.5	406	https://www.orthodb.org/v10?query=10640at200644	cysteine--tRNA ligase
10700at200644	Complete	NODE_13_length_163464_cov_180.786874	103957	105549	-	814.7	432	https://www.orthodb.org/v10?query=10700at200644	peptide chain release factor 3
10701at200644	Complete	NODE_2_length_437025_cov_181.045900	374013	375767	-	693.3	455	https://www.orthodb.org/v10?query=10701at200644	antibiotic ABC transporter ATP-binding protein
10736at200644	Complete	NODE_7_length_294068_cov_161.208309	52418	54331	-	661.1	440	https://www.orthodb.org/v10?query=10736at200644	DEAD/DEAH box helicase
11004at200644	Complete	NODE_15_length_143082_cov_198.579791	62882	64411	+	797.1	461	https://www.orthodb.org/v10?query=11004at200644	GH3 auxin-responsive promoter
11263at200644	Complete	NODE_10_length_190019_cov_216.477135	17518	19029	-	852.8	435	https://www.orthodb.org/v10?query=11263at200644	ATP synthase subunit beta
11321at200644	Complete	NODE_4_length_315406_cov_221.247345	145542	146975	+	703.8	422	https://www.orthodb.org/v10?query=11321at200644	pyruvate kinase
11324at200644	Complete	NODE_5_length_315236_cov_221.921833	182863	184323	-	639.3	429	https://www.orthodb.org/v10?query=11324at200644	RNA polymerase sigma-54 factor
11504at200644	Complete	NODE_13_length_163464_cov_180.786874	78419	80383	+	431.4	663	https://www.orthodb.org/v10?query=11504at200644	Putative porin-10
11644at200644	Complete	NODE_13_length_163464_cov_180.786874	68426	70129	-	833.9	458	https://www.orthodb.org/v10?query=11644at200644	lysine--tRNA ligase
11754at200644	Complete	NODE_13_length_163464_cov_180.786874	16159	17472	+	665.7	387	https://www.orthodb.org/v10?query=11754at200644	GTPase Der
11800at200644	Complete	NODE_12_length_173536_cov_192.094812	98235	99680	+	687.9	406	https://www.orthodb.org/v10?query=11800at200644	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
12145at200644	Complete	NODE_5_length_315236_cov_221.921833	109801	111150	+	768.0	393	https://www.orthodb.org/v10?query=12145at200644	acetyl-CoA carboxylase biotin carboxylase subunit
12296at200644	Complete	NODE_2_length_437025_cov_181.045900	36509	37987	+	794.7	434	https://www.orthodb.org/v10?query=12296at200644	proline--tRNA ligase
12619at200644	Complete	NODE_34_length_24992_cov_176.175958	10150	11694	+	805.3	432	https://www.orthodb.org/v10?query=12619at200644	replicative DNA helicase
12709at200644	Complete	NODE_4_length_315406_cov_221.247345	25305	26789	+	718.8	412	https://www.orthodb.org/v10?query=12709at200644	GH3 auxin-responsive promoter
12876at200644	Complete	NODE_3_length_319704_cov_204.054833	127957	129306	-	499.0	351	https://www.orthodb.org/v10?query=12876at200644	Deoxyguanosinetriphosphate triphosphohydrolase
12993at200644	Complete	NODE_12_length_173536_cov_192.094812	92331	93728	-	518.7	340	https://www.orthodb.org/v10?query=12993at200644	gliding motility lipoprotein GldK
13400at200644	Complete	NODE_1_length_493624_cov_142.353871	424679	426340	-	551.1	428	https://www.orthodb.org/v10?query=13400at200644	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
13431at200644	Complete	NODE_16_length_142816_cov_174.406616	21983	23761	-	624.4	458	https://www.orthodb.org/v10?query=13431at200644	ABC transporter
13442at200644	Complete	NODE_6_length_309341_cov_198.795007	237608	238885	+	633.4	369	https://www.orthodb.org/v10?query=13442at200644	ATPase AAA
13695at200644	Complete	NODE_14_length_153728_cov_192.398429	59966	61525	-	791.4	425	https://www.orthodb.org/v10?query=13695at200644	ribonuclease Y
13876at200644	Complete	NODE_16_length_142816_cov_174.406616	95453	96649	-	574.6	355	https://www.orthodb.org/v10?query=13876at200644	Aminotransferase
13918at200644	Complete	NODE_5_length_315236_cov_221.921833	61890	64682	+	687.5	703	https://www.orthodb.org/v10?query=13918at200644	PD-(D/E)XK endonuclease-like domain, AddAB-type
14069at200644	Complete	NODE_2_length_437025_cov_181.045900	389802	391055	+	715.0	374	https://www.orthodb.org/v10?query=14069at200644	ornithine--oxo-acid transaminase
14240at200644	Complete	NODE_13_length_163464_cov_180.786874	89531	90718	+	684.1	342	https://www.orthodb.org/v10?query=14240at200644	Elongation factor Tu
14305at200644	Complete	NODE_6_length_309341_cov_198.795007	28715	30652	-	608.8	425	https://www.orthodb.org/v10?query=14305at200644	DNA mismatch repair protein MutL
14332at200644	Complete	NODE_7_length_294068_cov_161.208309	270852	272510	-	317.3	350	https://www.orthodb.org/v10?query=14332at200644	OstA-like protein
14352at200644	Complete	NODE_13_length_163464_cov_180.786874	61468	62754	+	636.4	366	https://www.orthodb.org/v10?query=14352at200644	Glutamate-1-semialdehyde 2,1-aminomutase
14390at200644	Complete	NODE_21_length_119903_cov_196.362375	65880	67226	-	538.8	376	https://www.orthodb.org/v10?query=14390at200644	adenylosuccinate lyase
14412at200644	Complete	NODE_16_length_142816_cov_174.406616	27408	28682	-	583.0	349	https://www.orthodb.org/v10?query=14412at200644	peptidase T
14558at200644	Complete	NODE_10_length_190019_cov_216.477135	143368	144837	+	511.0	391	https://www.orthodb.org/v10?query=14558at200644	Histidine kinase
14629at200644	Complete	NODE_25_length_110198_cov_156.925037	14449	15837	+	629.0	385	https://www.orthodb.org/v10?query=14629at200644	phosphoglucosamine mutase
14634at200644	Complete	NODE_5_length_315236_cov_221.921833	221739	223079	+	658.4	361	https://www.orthodb.org/v10?query=14634at200644	dihydroorotase
14756at200644	Complete	NODE_36_length_19310_cov_231.103572	2709	4097	-	732.9	394	https://www.orthodb.org/v10?query=14756at200644	Peptidase dimerization domain protein
14824at200644	Complete	NODE_7_length_294068_cov_161.208309	65714	67015	+	713.0	374	https://www.orthodb.org/v10?query=14824at200644	8-amino-7-oxononanoate synthase
14979at200644	Complete	NODE_2_length_437025_cov_181.045900	379635	381494	+	701.1	351	https://www.orthodb.org/v10?query=14979at200644	transcription termination factor Rho
15018at200644	Complete	NODE_4_length_315406_cov_221.247345	183503	184819	-	507.8	352	https://www.orthodb.org/v10?query=15018at200644	SUF system FeS cluster assembly, SufBD
15178at200644	Complete	NODE_13_length_163464_cov_180.786874	107653	109083	+	461.8	373	https://www.orthodb.org/v10?query=15178at200644	peptidyl-prolyl cis-trans isomerase
15219at200644	Complete	NODE_26_length_102755_cov_152.587166	2654	3928	-	701.0	362	https://www.orthodb.org/v10?query=15219at200644	serine hydroxymethyltransferase
15223at200644	Complete	NODE_10_length_190019_cov_216.477135	30919	32280	+	680.4	372	https://www.orthodb.org/v10?query=15223at200644	DNA repair protein RadA
15597at200644	Complete	NODE_21_length_119903_cov_196.362375	21112	22539	-	707.8	404	https://www.orthodb.org/v10?query=15597at200644	Chromosomal replication initiator protein DnaA
15655at200644	Complete	NODE_15_length_143082_cov_198.579791	6037	7533	+	650.7	398	https://www.orthodb.org/v10?query=15655at200644	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
15656at200644	Complete	NODE_3_length_319704_cov_204.054833	78182	79873	-	677.9	434	https://www.orthodb.org/v10?query=15656at200644	gliding motility lipoprotein GldJ
15729at200644	Complete	NODE_5_length_315236_cov_221.921833	185045	186490	-	719.2	409	https://www.orthodb.org/v10?query=15729at200644	asparagine--tRNA ligase
15746at200644	Complete	NODE_4_length_315406_cov_221.247345	4515	6008	+	601.9	407	https://www.orthodb.org/v10?query=15746at200644	glutamate--tRNA ligase
15759at200644	Complete	NODE_8_length_277566_cov_161.945392	37496	38719	+	591.1	343	https://www.orthodb.org/v10?query=15759at200644	diaminopimelate decarboxylase
15770at200644	Complete	NODE_12_length_173536_cov_192.094812	140964	142196	-	621.5	366	https://www.orthodb.org/v10?query=15770at200644	Phospho-N-acetylmuramoyl-pentapeptide-transferase
15811at200644	Complete	NODE_2_length_437025_cov_181.045900	245021	246202	-	634.3	350	https://www.orthodb.org/v10?query=15811at200644	acetyl-CoA acetyltransferase
15823at200644	Complete	NODE_2_length_437025_cov_181.045900	32271	33584	-	789.5	404	https://www.orthodb.org/v10?query=15823at200644	ribosomal protein S12 methylthiotransferase RimO
15827at200644	Complete	NODE_2_length_437025_cov_181.045900	92642	94042	-	478.7	372	https://www.orthodb.org/v10?query=15827at200644	anthranilate synthase
15922at200644	Complete	NODE_2_length_437025_cov_181.045900	360559	361947	-	681.5	400	https://www.orthodb.org/v10?query=15922at200644	dihydrolipoyl dehydrogenase
16007at200644	Complete	NODE_4_length_315406_cov_221.247345	61676	63175	+	491.0	389	https://www.orthodb.org/v10?query=16007at200644	polysaccharide biosynthesis protein
16079at200644	Complete	NODE_21_length_119903_cov_196.362375	28523	29950	+	601.2	370	https://www.orthodb.org/v10?query=16079at200644	histidine--tRNA ligase
16096at200644	Complete	NODE_15_length_143082_cov_198.579791	21170	22360	+	547.8	336	https://www.orthodb.org/v10?query=16096at200644	Aminotransferase
16111at200644	Complete	NODE_6_length_309341_cov_198.795007	207573	208865	-	708.1	378	https://www.orthodb.org/v10?query=16111at200644	Enolase
16193at200644	Complete	NODE_3_length_319704_cov_204.054833	173499	174749	+	670.2	355	https://www.orthodb.org/v10?query=16193at200644	methionine adenosyltransferase
16221at200644	Complete	NODE_15_length_143082_cov_198.579791	76097	77419	-	350.2	313	https://www.orthodb.org/v10?query=16221at200644	trigger factor
16290at200644	Complete	NODE_7_length_294068_cov_161.208309	165305	166513	+	480.6	315	https://www.orthodb.org/v10?query=16290at200644	DNA methylase
16316at200644	Complete	NODE_12_length_173536_cov_192.094812	142283	143746	-	654.9	407	https://www.orthodb.org/v10?query=16316at200644	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase
16325at200644	Complete	NODE_5_length_315236_cov_221.921833	8242	9885	-	679.3	421	https://www.orthodb.org/v10?query=16325at200644	glucose-6-phosphate isomerase
16344at200644	Complete	NODE_21_length_119903_cov_196.362375	40458	41792	+	613.9	352	https://www.orthodb.org/v10?query=16344at200644	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
16407at200644	Complete	NODE_28_length_84199_cov_207.886665	9789	11327	+	831.3	446	https://www.orthodb.org/v10?query=16407at200644	glycine--tRNA ligase
16475at200644	Complete	NODE_32_length_32430_cov_161.006151	23213	24466	-	614.3	365	https://www.orthodb.org/v10?query=16475at200644	transcription termination/antitermination protein NusA
16522at200644	Complete	NODE_14_length_153728_cov_192.398429	48735	50048	+	670.9	369	https://www.orthodb.org/v10?query=16522at200644	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
16524at200644	Complete	NODE_4_length_315406_cov_221.247345	176182	177411	+	584.1	335	https://www.orthodb.org/v10?query=16524at200644	GTPase HflX
16690at200644	Complete	NODE_26_length_102755_cov_152.587166	64642	65856	-	534.9	332	https://www.orthodb.org/v10?query=16690at200644	phosphopantothenoylcysteine decarboxylase
16909at200644	Complete	NODE_6_length_309341_cov_198.795007	206142	207419	-	625.3	355	https://www.orthodb.org/v10?query=16909at200644	Citrate synthase
16910at200644	Complete	NODE_4_length_315406_cov_221.247345	142919	144172	+	627.9	358	https://www.orthodb.org/v10?query=16910at200644	beta-ketoacyl-
16926at200644	Complete	NODE_12_length_173536_cov_192.094812	138226	139545	-	453.4	318	https://www.orthodb.org/v10?query=16926at200644	cell division protein FtsW
17060at200644	Complete	NODE_27_length_98336_cov_160.795011	54169	55314	-	570.9	330	https://www.orthodb.org/v10?query=17060at200644	N-acetyl-alpha-D-glucosaminyl L-malate synthase
17215at200644	Complete	NODE_15_length_143082_cov_198.579791	42222	43352	-	539.7	312	https://www.orthodb.org/v10?query=17215at200644	pleiotropic regulatory protein
